Page,PageComplete,Type,Accession,Code,Catalog,Deaccession,Date,Temp#,Genus,Species
Page,PageComplete,Type,Accession,Code,Catalog,Deaccession,Date,Temp#,Genus,Species
29,True,SKINS,2997,E,26169,172,1997-05-01,,,
29,True,SKINS,3029,E,26258,172,1997-05-01,,,
29,True,SKINS,3066,E,26281,172,1997-05-01,,,
29,True,SKINS,3066,E,26282,172,1997-05-01,,,
29,True,SKINS,3066,E,26296,172,1997-05-01,,,
29,True,SKINS,3066,E,26338,172,1997-05-01,,,
29,True,SKINS,3066,E,26363,172,1997-05-01,,,
29,True,SKINS,3119,E,26837,172,1997-05-01,,,
29,True,SKINS,3119,E,26838,172,1997-05-01,,,
29,True,SKINS,3123,E,26403,172,1997-05-01,,,
29,True,SKINS,3123,E,26435,172,1997-05-01,,,
29,True,SKINS,3123,E,26447,172,1997-05-01,,,
29,True,SKINS,3123,E,26452,172,1997-05-01,,,
29,True,SKINS,3123,E,26467,172,1997-05-01,,,
29,True,SKINS,3123,E,26570,172,1997-05-01,,,
29,True,SKINS,3123,E,26593,172,1997-05-01,,,
29,True,SKINS,3123,E,26657,172,1997-05-01,,,
29,True,SKINS,3123,E,26668,172,1997-05-01,,,
29,True,SKINS,3123,E,26703,172,1997-05-01,,,
29,True,SKINS,3123,E,26719,172,1997-05-01,,,
29,True,SKINS,3123,E,26769,172,1997-05-01,,,
29,True,SKINS,3123,E,26836,172,1997-05-01,,,
29,True,SKINS,3181,E,26880,172,1997-05-01,,,
29,True,SKINS,3182,E,26926,172,1997-05-01,,,
29,True,SKINS,3182,E,26927,172,1997-05-01,,,
29,True,SKINS,3182,E,26945,172,1997-05-01,,,
29,True,SKINS,3182,E,27078,172,1997-05-01,,,
29,True,SKINS,3182,E,27097,172,1997-05-01,,,
29,True,SKINS,3182,E,27192,172,1997-05-01,,,
29,True,SKINS,3182,E,27303,172,1997-05-01,,,
29,True,SKINS,3182,E,27366,172,1997-05-01,,,
29,True,SKINS,3192,E,27392,172,1997-05-01,,,
29,True,SKINS,3192,E,27394,172,1997-05-01,,,
29,True,SKINS,3192,E,27405,172,1997-05-01,,,
29,True,SKINS,3192,E,27412,172,1997-05-01,,,
29,True,SKINS,3192,E,27413,172,1997-05-01,,,
29,True,SKINS,3192,E,27414,172,1997-05-01,,,
29,True,SKINS,3192,E,27415,172,1997-05-01,,,
29,True,SKINS,3192,G,27403,172,1997-05-01,,,
29,True,SKINS,3273,D,27418,172,1997-05-01,,,
29,True,SKINS,3283,E,27451,172,1997-05-01,,,
29,True,SKINS,3283,E,27462,172,1997-05-01,,,
29,True,SKINS,3283,E,27464,172,1997-05-01,,,
29,True,SKINS,3283,E,27465,172,1997-05-01,,,
29,True,SKINS,3283,E,27471,172,1997-05-01,,,
29,True,SKINS,3346,E,27498,172,1997-05-01,,,
29,True,SKINS,3364,D,27745,172,1997-05-01,,,
29,True,SKINS,3386,E,27757,172,1997-05-01,,,
29,True,SKINS,3386,E,27759,172,1997-05-01,,,
29,True,SKINS,3386,E,27761,172,1997-05-01,,,
29,True,SKINS,3386,E,27762,172,1997-05-01,,,
29,True,SKINS,3386,E,27763,172,1997-05-01,,,
29,True,SKINS,3386,E,27774,172,1997-05-01,,,
29,True,SKINS,3386,E,27777,172,1997-05-01,,,
29,True,SKINS,3386,E,27778,172,1997-05-01,,,
29,True,SKINS,3386,E,27804,172,1997-05-01,,,
29,True,SKINS,28919,E,151161,172,1997-05-01,,,
29,True,SKINS,29180,E,151251,172,1997-05-01,,,
29,True,SKINS,29372,E,151363,172,1997-05-01,,,
29,True,SKINS,29544,E,151435,172,1997-05-01,,,
29,True,SKINS,29549,E,151450,172,1997-05-01,,,
29,True,SKINS,29594,E,151505,172,1997-05-01,,,
29,True,SKINS,29603,E,151517,172,1997-05-01,,,
29,True,SKINS,29988,E,151701,172,1997-05-01,,,
29,True,SKINS,30138,E,151799,172,1997-05-01,,,
29,True,SKINS,30139,E,151825,172,1997-05-01,,,
29,True,SKINS,30154,E,151853,172,1997-05-01,,,
29,True,SKINS,30158,E,151875,172,1997-05-01,,,
29,True,SKINS,30518,E,152269,172,1997-05-01,,,
29,True,SKINS,30588,E,152302,172,1997-05-01,,,
29,True,SKINS,30588,E,152303,172,1997-05-01,,,
29,True,SKINS,30630,E,152359,172,1997-05-01,,,
29,True,SKINS,30633,E,152374,172,1997-05-01,,,
29,True,SKINS,30646,E,152403,172,1997-05-01,,,
29,True,SKINS,30696,E,152519,172,1997-05-01,,,
29,True,SKINS,30892,E,152717,172,1997-05-01,,,
29,True,SKINS,30893,E,152718,172,1997-05-01,,,
29,True,SKINS,31031,E,152770,172,1997-05-01,,,
29,True,SKINS,31162,D,167841,172,1997-05-01,,,
29,True,SKINS,31162,E,152914,172,1997-05-01,,,
29,True,SKINS,31162,E,152918,172,1997-05-01,,,
29,True,SKINS,31165,E,152942,172,1997-05-01,,,
29,True,SKINS,31172,E,152965,172,1997-05-01,,,
29,True,SKINS,31177,E,153048,172,1997-05-01,,,
29,True,SKINS,31239,E,153153,172,1997-05-01,,,
29,True,SKINS,31501,E,153847,172,1997-05-01,,,
29,True,SKINS,31616,D,167842,172,1997-05-01,,,
29,True,SKINS,31636,G,154108,172,1997-05-01,,,
29,True,SKINS,31762,D,167840,172,1997-05-01,,,
29,True,SKINS,32061,E,154577,172,1997-05-01,,,
29,True,SKINS,32584,E,166868,172,1997-05-01,,,
29,True,SKINS,32789,D,167080,172,1997-05-01,,,
29,True,SKINS,32789,E,167077,172,1997-05-01,,,
29,True,SKINS,32924,E,167216,172,1997-05-01,,,
29,True,SKINS,33382,E,167485,172,1997-05-01,,,
29,True,SKINS,33436,E,167713,172,1997-05-01,,,
29,True,SKINS,33866,E,27825,172,1997-05-01,,,
30,True,SKINS,39,D,73,172,1997-05-01,,,
30,True,SKINS,39,D,102,172,1997-05-01,,,
30,True,SKINS,39,D,152,172,1997-05-01,,,
30,True,SKINS,39,D,153,172,1997-05-01,,,
30,True,SKINS,39,D,154,172,1997-05-01,,,
30,True,SKINS,39,D,155,172,1997-05-01,,,
30,True,SKINS,39,D,157,172,1997-05-01,,,
30,True,SKINS,39,D,160,172,1997-05-01,,,
30,True,SKINS,39,D,161,172,1997-05-01,,,
30,True,SKINS,39,D,162,172,1997-05-01,,,
30,True,SKINS,39,D,163,172,1997-05-01,,,
30,True,SKINS,39,D,177,172,1997-05-01,,,
30,True,SKINS,39,D,178,172,1997-05-01,,,
30,True,SKINS,39,D,179,172,1997-05-01,,,
30,True,SKINS,39,D,181,172,1997-05-01,,,
30,True,SKINS,39,D,182,172,1997-05-01,,,
30,True,SKINS,39,D,185,172,1997-05-01,,,
30,True,SKINS,39,D,186,172,1997-05-01,,,
30,True,SKINS,39,E,3,172,1997-05-01,,,
30,True,SKINS,39,E,5,172,1997-05-01,,,
30,True,SKINS,39,E,6,172,1997-05-01,,,
30,True,SKINS,39,E,7,172,1997-05-01,,,
30,True,SKINS,39,E,8,172,1997-05-01,,,
30,True,SKINS,39,E,9,172,1997-05-01,,,
30,True,SKINS,39,E,10,172,1997-05-01,,,
30,True,SKINS,39,E,11,172,1997-05-01,,,
30,True,SKINS,39,E,12,172,1997-05-01,,,
30,True,SKINS,39,E,13,172,1997-05-01,,,
30,True,SKINS,39,E,14,172,1997-05-01,,,
30,True,SKINS,39,E,15,172,1997-05-01,,,
30,True,SKINS,39,E,16,172,1997-05-01,,,
30,True,SKINS,39,E,17,172,1997-05-01,,,
30,True,SKINS,39,E,18,172,1997-05-01,,,
30,True,SKINS,39,E,19,172,1997-05-01,,,
30,True,SKINS,39,E,20,172,1997-05-01,,,
30,True,SKINS,39,E,21,172,1997-05-01,,,
30,True,SKINS,39,E,22,172,1997-05-01,,,
30,True,SKINS,39,E,23,172,1997-05-01,,,
30,True,SKINS,39,E,24,172,1997-05-01,,,
30,True,SKINS,39,E,25,172,1997-05-01,,,
30,True,SKINS,39,E,26,172,1997-05-01,,,
30,True,SKINS,344,D,1811,172,1997-05-01,,,
30,True,SKINS,346,E,1812,172,1997-05-01,,,
30,True,SKINS,346,E,1814,172,1997-05-01,,,
30,True,SKINS,346,E,1816,172,1997-05-01,,,
30,True,SKINS,346,E,1817,172,1997-05-01,,,
30,True,SKINS,346,E,1820,172,1997-05-01,,,
30,True,SKINS,346,E,1821,172,1997-05-01,,,
30,True,SKINS,346,E,1825,172,1997-05-01,,,
30,True,SKINS,361,D,1827,172,1997-05-01,,,
30,True,SKINS,3386,E,27827,172,1997-05-01,,,
30,True,SKINS,3386,E,27834,172,1997-05-01,,,
30,True,SKINS,3444,E,27866,172,1997-05-01,,,
30,True,SKINS,3462,E,1819,172,1997-05-01,,,
30,True,SKINS,3463,E,1826,172,1997-05-01,,,
30,True,SKINS,3464,E,28008,172,1997-05-01,,,
30,True,SKINS,3464,E,28042,172,1997-05-01,,,
30,True,SKINS,3464,E,28210,172,1997-05-01,,,
30,True,SKINS,3464,E,28293,172,1997-05-01,,,
30,True,SKINS,3464,E,28385,172,1997-05-01,,,
30,True,SKINS,3464,E,28510,172,1997-05-01,,,
30,True,SKINS,3464,E,28557,172,1997-05-01,,,
30,True,SKINS,3464,E,28772,172,1997-05-01,,,
30,True,SKINS,3464,E,28790,172,1997-05-01,,,
30,True,SKINS,3464,E,28816,172,1997-05-01,,,
30,True,SKINS,3464,E,28918,172,1997-05-01,,,
30,True,SKINS,3464,E,28938,172,1997-05-01,,,
30,True,SKINS,3464,E,29116,172,1997-05-01,,,
30,True,SKINS,3464,E,29154,172,1997-05-01,,,
30,True,SKINS,3464,E,29205,172,1997-05-01,,,
30,True,SKINS,3464,E,29248,172,1997-05-01,,,
30,True,SKINS,3482,E,29402,172,1997-05-01,,,
30,True,SKINS,3482,E,29462,172,1997-05-01,,,
30,True,SKINS,3482,E,29489,172,1997-05-01,,,
30,True,SKINS,3482,E,29490,172,1997-05-01,,,
30,True,SKINS,3482,E,29500,172,1997-05-01,,,
30,True,SKINS,3482,E,29514,172,1997-05-01,,,
30,True,SKINS,3482,E,29528,172,1997-05-01,,,
30,True,SKINS,3482,E,29529,172,1997-05-01,,,
30,True,SKINS,3482,E,29536,172,1997-05-01,,,
30,True,SKINS,3482,E,29537,172,1997-05-01,,,
30,True,SKINS,3482,E,29543,172,1997-05-01,,,
30,True,SKINS,3482,E,29545,172,1997-05-01,,,
30,True,SKINS,3482,E,29547,172,1997-05-01,,,
30,True,SKINS,3482,E,29561,172,1997-05-01,,,
30,True,SKINS,3482,E,29592,172,1997-05-01,,,
30,True,SKINS,3482,E,29614,172,1997-05-01,,,
30,True,SKINS,3482,E,29619,172,1997-05-01,,,
30,True,SKINS,3482,E,29629,172,1997-05-01,,,
30,True,SKINS,3482,E,29633,172,1997-05-01,,,
30,True,SKINS,3482,E,29642,172,1997-05-01,,,
30,True,SKINS,3482,E,29643,172,1997-05-01,,,
30,True,SKINS,3482,E,29644,172,1997-05-01,,,
30,True,SKINS,3482,E,29645,172,1997-05-01,,,
30,True,SKINS,3488,E,29669,172,1997-05-01,,,
30,True,SKINS,3488,E,29678,172,1997-05-01,,,
30,True,SKINS,3488,E,29679,172,1997-05-01,,,
30,True,SKINS,3488,E,29712,172,1997-05-01,,,
30,True,SKINS,3488,E,29784,172,1997-05-01,,,
30,True,SKINS,3488,E,29787,172,1997-05-01,,,
30,True,SKINS,3488,E,29799,172,1997-05-01,,,
30,True,SKINS,3488,E,29810,172,1997-05-01,,,
30,True,SKINS,3488,E,29812,172,1997-05-01,,,
30,True,SKINS,3488,E,29813,172,1997-05-01,,,
30,True,SKINS,3574,G,29856,172,1997-05-01,,,
30,True,SKINS,3588,E,30062,172,1997-05-01,,,
30,True,SKINS,3588,E,30139,172,1997-05-01,,,
30,True,SKINS,3588,E,30156,172,1997-05-01,,,
30,True,SKINS,3588,E,30186,172,1997-05-01,,,
30,True,SKINS,3588,E,30191,172,1997-05-01,,,
30,True,SKINS,3588,E,30224,172,1997-05-01,,,
30,True,SKINS,3588,E,30268,172,1997-05-01,,,
30,True,SKINS,3588,E,30285,172,1997-05-01,,,
30,True,SKINS,3588,E,30302,172,1997-05-01,,,
30,True,SKINS,3588,E,30308,172,1997-05-01,,,
30,True,SKINS,3659,E,29861,172,1997-05-01,,,
30,True,SKINS,3663,E,29865,172,1997-05-01,,,
30,True,SKINS,3663,E,29867,172,1997-05-01,,,
30,True,SKINS,3665,E,30408,172,1997-05-01,,,
30,True,SKINS,3665,E,30471,172,1997-05-01,,,
30,True,SKINS,3665,E,30492,172,1997-05-01,,,
30,True,SKINS,3682,E,30553,172,1997-05-01,,,
30,True,SKINS,3749,E,30579,172,1997-05-01,,,
30,True,SKINS,3749,E,30599,172,1997-05-01,,,
30,True,SKINS,3749,E,30601,172,1997-05-01,,,
30,True,SKINS,3749,E,30602,172,1997-05-01,,,
30,True,SKINS,3749,E,30611,172,1997-05-01,,,
30,True,SKINS,3749,E,30613,172,1997-05-01,,,
30,True,SKINS,3749,E,30617,172,1997-05-01,,,
30,True,SKINS,3749,E,30618,172,1997-05-01,,,
30,True,SKINS,3749,E,30623,172,1997-05-01,,,
30,True,SKINS,3749,E,30649,172,1997-05-01,,,
30,True,SKINS,3749,E,30652,172,1997-05-01,,,
30,True,SKINS,3749,E,30655,172,1997-05-01,,,
30,True,SKINS,3749,E,30657,172,1997-05-01,,,
30,True,SKINS,3749,E,30658,172,1997-05-01,,,
30,True,SKINS,3749,E,30661,172,1997-05-01,,,
30,True,SKINS,3749,E,30677,172,1997-05-01,,,
30,True,SKINS,3749,E,30683,172,1997-05-01,,,
30,True,SKINS,3749,E,30691,172,1997-05-01,,,
30,True,SKINS,3749,E,30698,172,1997-05-01,,,
30,True,SKINS,3749,E,30713,172,1997-05-01,,,
30,True,SKINS,3749,E,30722,172,1997-05-01,,,
30,True,SKINS,3749,E,30724,172,1997-05-01,,,
30,True,SKINS,3749,E,30729,172,1997-05-01,,,
30,True,SKINS,3749,E,30733,172,1997-05-01,,,
30,True,SKINS,3749,G,30644,172,1997-05-01,,,
30,True,SKINS,3749,G,30684,172,1997-05-01,,,
30,True,SKINS,3749,G,30695,172,1997-05-01,,,
30,True,SKINS,3786,E,30740,172,1997-05-01,,,
30,True,SKINS,3786,E,30753,172,1997-05-01,,,
30,True,SKINS,3786,E,30754,172,1997-05-01,,,
30,True,SKINS,3786,E,30756,172,1997-05-01,,,
30,True,SKINS,3786,E,30786,172,1997-05-01,,,
30,True,SKINS,3786,E,30789,172,1997-05-01,,,
30,True,SKINS,3786,E,30795,172,1997-05-01,,,
30,True,SKINS,3786,E,30799,172,1997-05-01,,,
30,True,SKINS,3786,E,30814,172,1997-05-01,,,
30,True,SKINS,3786,E,30853,172,1997-05-01,,,
30,True,SKINS,3786,E,30874,172,1997-05-01,,,
30,True,SKINS,34209,G,168697,172,1997-05-01,,,
30,True,SKINS,34719,E,169556,172,1997-05-01,,,
31,True,SKINS,39,E,28,172,1997-05-01,,,
31,True,SKINS,39,E,29,172,1997-05-01,,,
31,True,SKINS,39,E,30,172,1997-05-01,,,
31,True,SKINS,39,E,31,172,1997-05-01,,,
31,True,SKINS,39,E,32,172,1997-05-01,,,
31,True,SKINS,39,E,33,172,1997-05-01,,,
31,True,SKINS,39,E,34,172,1997-05-01,,,
31,True,SKINS,39,E,35,172,1997-05-01,,,
31,True,SKINS,39,E,36,172,1997-05-01,,,
31,True,SKINS,39,E,37,172,1997-05-01,,,
31,True,SKINS,39,E,38,172,1997-05-01,,,
31,True,SKINS,39,E,39,172,1997-05-01,,,
31,True,SKINS,39,E,40,172,1997-05-01,,,
31,True,SKINS,39,E,41,172,1997-05-01,,,
31,True,SKINS,39,E,42,172,1997-05-01,,,
31,True,SKINS,39,E,43,172,1997-05-01,,,
31,True,SKINS,39,E,44,172,1997-05-01,,,
31,True,SKINS,39,E,45,172,1997-05-01,,,
31,True,SKINS,39,E,46,172,1997-05-01,,,
31,True,SKINS,39,E,47,172,1997-05-01,,,
31,True,SKINS,39,E,48,172,1997-05-01,,,
31,True,SKINS,39,E,49,172,1997-05-01,,,
31,True,SKINS,39,E,50,172,1997-05-01,,,
31,True,SKINS,39,E,51,172,1997-05-01,,,
31,True,SKINS,39,E,52,172,1997-05-01,,,
31,True,SKINS,39,E,53,172,1997-05-01,,,
31,True,SKINS,39,E,54,172,1997-05-01,,,
31,True,SKINS,39,E,55,172,1997-05-01,,,
31,True,SKINS,39,E,56,172,1997-05-01,,,
31,True,SKINS,39,E,57,172,1997-05-01,,,
31,True,SKINS,39,E,58,172,1997-05-01,,,
31,True,SKINS,39,E,59,172,1997-05-01,,,
31,True,SKINS,39,E,60,172,1997-05-01,,,
31,True,SKINS,39,E,61,172,1997-05-01,,,
31,True,SKINS,39,E,62,172,1997-05-01,,,
31,True,SKINS,39,E,63,172,1997-05-01,,,
31,True,SKINS,39,E,64,172,1997-05-01,,,
31,True,SKINS,39,E,65,172,1997-05-01,,,
31,True,SKINS,39,E,66,172,1997-05-01,,,
31,True,SKINS,39,E,67,172,1997-05-01,,,
31,True,SKINS,39,E,68,172,1997-05-01,,,
31,True,SKINS,39,E,69,172,1997-05-01,,,
31,True,SKINS,39,E,70,172,1997-05-01,,,
31,True,SKINS,39,E,71,172,1997-05-01,,,
31,True,SKINS,39,E,72,172,1997-05-01,,,
31,True,SKINS,39,E,74,172,1997-05-01,,,
31,True,SKINS,39,E,75,172,1997-05-01,,,
31,True,SKINS,39,E,76,172,1997-05-01,,,
31,True,SKINS,39,E,77,172,1997-05-01,,,
31,True,SKINS,39,E,78,172,1997-05-01,,,
31,True,SKINS,39,E,79,172,1997-05-01,,,
31,True,SKINS,39,E,80,172,1997-05-01,,,
31,True,SKINS,39,E,81,172,1997-05-01,,,
31,True,SKINS,39,E,82,172,1997-05-01,,,
31,True,SKINS,39,E,83,172,1997-05-01,,,
31,True,SKINS,39,E,84,172,1997-05-01,,,
31,True,SKINS,39,E,85,172,1997-05-01,,,
31,True,SKINS,39,E,86,172,1997-05-01,,,
31,True,SKINS,39,E,87,172,1997-05-01,,,
31,True,SKINS,39,E,88,172,1997-05-01,,,
31,True,SKINS,39,E,89,172,1997-05-01,,,
31,True,SKINS,39,E,90,172,1997-05-01,,,
31,True,SKINS,39,E,91,172,1997-05-01,,,
31,True,SKINS,39,E,92,172,1997-05-01,,,
31,True,SKINS,39,E,93,172,1997-05-01,,,
31,True,SKINS,39,E,94,172,1997-05-01,,,
31,True,SKINS,39,E,95,172,1997-05-01,,,
31,True,SKINS,39,E,96,172,1997-05-01,,,
31,True,SKINS,39,E,97,172,1997-05-01,,,
31,True,SKINS,39,E,98,172,1997-05-01,,,
31,True,SKINS,39,E,100,172,1997-05-01,,,
31,True,SKINS,39,E,101,172,1997-05-01,,,
31,True,SKINS,39,E,104,172,1997-05-01,,,
31,True,SKINS,39,E,105,172,1997-05-01,,,
31,True,SKINS,39,E,106,172,1997-05-01,,,
31,True,SKINS,39,E,107,172,1997-05-01,,,
31,True,SKINS,39,E,108,172,1997-05-01,,,
31,True,SKINS,39,E,109,172,1997-05-01,,,
31,True,SKINS,39,E,110,172,1997-05-01,,,
31,True,SKINS,39,E,111,172,1997-05-01,,,
31,True,SKINS,39,E,112,172,1997-05-01,,,
31,True,SKINS,39,E,113,172,1997-05-01,,,
31,True,SKINS,39,E,114,172,1997-05-01,,,
31,True,SKINS,39,E,115,172,1997-05-01,,,
31,True,SKINS,39,E,116,172,1997-05-01,,,
31,True,SKINS,39,E,118,172,1997-05-01,,,
31,True,SKINS,39,E,120,172,1997-05-01,,,
31,True,SKINS,39,E,121,172,1997-05-01,,,
31,True,SKINS,39,E,122,172,1997-05-01,,,
31,True,SKINS,39,E,123,172,1997-05-01,,,
31,True,SKINS,39,E,124,172,1997-05-01,,,
31,True,SKINS,39,E,125,172,1997-05-01,,,
31,True,SKINS,39,E,126,172,1997-05-01,,,
31,True,SKINS,39,E,127,172,1997-05-01,,,
31,True,SKINS,39,E,132,172,1997-05-01,,,
31,True,SKINS,39,E,133,172,1997-05-01,,,
31,True,SKINS,39,E,135,172,1997-05-01,,,
31,True,SKINS,39,E,136,172,1997-05-01,,,
31,True,SKINS,39,E,137,172,1997-05-01,,,
31,True,SKINS,39,E,138,172,1997-05-01,,,
31,True,SKINS,39,E,139,172,1997-05-01,,,
31,True,SKINS,39,E,140,172,1997-05-01,,,
31,True,SKINS,39,E,141,172,1997-05-01,,,
31,True,SKINS,39,E,142,172,1997-05-01,,,
31,True,SKINS,39,E,143,172,1997-05-01,,,
31,True,SKINS,39,E,144,172,1997-05-01,,,
31,True,SKINS,39,E,145,172,1997-05-01,,,
31,True,SKINS,39,E,146,172,1997-05-01,,,
31,True,SKINS,39,E,147,172,1997-05-01,,,
31,True,SKINS,39,E,149,172,1997-05-01,,,
31,True,SKINS,39,E,150,172,1997-05-01,,,
31,True,SKINS,39,E,151,172,1997-05-01,,,
31,True,SKINS,39,E,175,172,1997-05-01,,,
31,True,SKINS,39,E,176,172,1997-05-01,,,
31,True,SKINS,39,G,2,172,1997-05-01,,,
31,True,SKINS,39,G,4,172,1997-05-01,,,
31,True,SKINS,39,G,27,172,1997-05-01,,,
31,True,SKINS,39,G,130,172,1997-05-01,,,
31,True,SKINS,39,G,134,172,1997-05-01,,,
31,True,SKINS,39,G,159,172,1997-05-01,,,
31,True,SKINS,39,G,164,172,1997-05-01,,,
31,True,SKINS,39,G,165,172,1997-05-01,,,
31,True,SKINS,39,G,166,172,1997-05-01,,,
31,True,SKINS,39,G,167,172,1997-05-01,,,
31,True,SKINS,39,G,168,172,1997-05-01,,,
31,True,SKINS,39,G,169,172,1997-05-01,,,
31,True,SKINS,39,G,170,172,1997-05-01,,,
31,True,SKINS,39,G,172,172,1997-05-01,,,
31,True,SKINS,39,G,173,172,1997-05-01,,,
31,True,SKINS,39,G,174,172,1997-05-01,,,
31,True,SKINS,39,G,180,172,1997-05-01,,,
31,True,SKINS,39,G,183,172,1997-05-01,,,
31,True,SKINS,3918,E,30915,172,1997-05-01,,,
31,True,SKINS,3918,E,30916,172,1997-05-01,,,
31,True,SKINS,3918,E,30919,172,1997-05-01,,,
31,True,SKINS,3918,E,30928,172,1997-05-01,,,
31,True,SKINS,3918,E,30930,172,1997-05-01,,,
31,True,SKINS,3918,E,30935,172,1997-05-01,,,
31,True,SKINS,3918,E,30937,172,1997-05-01,,,
31,True,SKINS,3918,E,30942,172,1997-05-01,,,
31,True,SKINS,3918,E,30966,172,1997-05-01,,,
31,True,SKINS,3918,E,30969,172,1997-05-01,,,
31,True,SKINS,3918,E,30988,172,1997-05-01,,,
31,True,SKINS,3918,E,30990,172,1997-05-01,,,
31,True,SKINS,3918,E,30997,172,1997-05-01,,,
31,True,SKINS,3918,E,30999,172,1997-05-01,,,
31,True,SKINS,3918,E,31015,172,1997-05-01,,,
31,True,SKINS,3918,E,31025,172,1997-05-01,,,
31,True,SKINS,3918,E,31030,172,1997-05-01,,,
31,True,SKINS,3918,E,31040,172,1997-05-01,,,
31,True,SKINS,3918,E,31042,172,1997-05-01,,,
31,True,SKINS,3918,E,31043,172,1997-05-01,,,
31,True,SKINS,3918,E,31048,172,1997-05-01,,,
31,True,SKINS,3918,E,31055,172,1997-05-01,,,
31,True,SKINS,3918,E,31063,172,1997-05-01,,,
31,True,SKINS,3918,E,31067,172,1997-05-01,,,
31,True,SKINS,3918,E,31069,172,1997-05-01,,,
31,True,SKINS,3918,E,31071,172,1997-05-01,,,
31,True,SKINS,3918,E,31073,172,1997-05-01,,,
31,True,SKINS,3918,E,31082,172,1997-05-01,,,
31,True,SKINS,3918,E,31091,172,1997-05-01,,,
31,True,SKINS,3918,E,31097,172,1997-05-01,,,
32,True,SKINS,3918,E,31099,172,1997-05-01,,,
32,True,SKINS,3918,E,31118,172,1997-05-01,,,
32,True,SKINS,3918,E,31122,172,1997-05-01,,,
32,True,SKINS,3918,E,31124,172,1997-05-01,,,
32,True,SKINS,3918,E,31130,172,1997-05-01,,,
32,True,SKINS,3918,E,31136,172,1997-05-01,,,
32,True,SKINS,3918,E,31139,172,1997-05-01,,,
32,True,SKINS,3918,E,31146,172,1997-05-01,,,
32,True,SKINS,3918,E,31149,172,1997-05-01,,,
32,True,SKINS,3918,E,31150,172,1997-05-01,,,
32,True,SKINS,3918,E,31151,172,1997-05-01,,,
32,True,SKINS,3918,E,31152,172,1997-05-01,,,
32,True,SKINS,3918,E,31157,172,1997-05-01,,,
32,True,SKINS,3918,G,30891,172,1997-05-01,,,
32,True,SKINS,3918,G,31142,172,1997-05-01,,,
32,True,SKINS,3920,E,31161,172,1997-05-01,,,
32,True,SKINS,3923,E,31167,172,1997-05-01,,,
32,True,SKINS,3925,E,31170,172,1997-05-01,,,
32,True,SKINS,3926,E,31173,172,1997-05-01,,,
32,True,SKINS,3926,E,31177,172,1997-05-01,,,
32,True,SKINS,3926,E,31178,172,1997-05-01,,,
32,True,SKINS,3926,E,31179,172,1997-05-01,,,
32,True,SKINS,3926,E,31180,172,1997-05-01,,,
32,True,SKINS,3926,E,31181,172,1997-05-01,,,
32,True,SKINS,3926,E,31183,172,1997-05-01,,,
32,True,SKINS,3926,E,31186,172,1997-05-01,,,
32,True,SKINS,3926,E,31195,172,1997-05-01,,,
32,True,SKINS,3926,E,31205,172,1997-05-01,,,
32,True,SKINS,3926,E,31207,172,1997-05-01,,,
32,True,SKINS,3926,E,31208,172,1997-05-01,,,
32,True,SKINS,3926,E,31209,172,1997-05-01,,,
32,True,SKINS,3926,E,31210,172,1997-05-01,,,
32,True,SKINS,3926,E,31216,172,1997-05-01,,,
32,True,SKINS,3926,E,31223,172,1997-05-01,,,
32,True,SKINS,3926,E,31226,172,1997-05-01,,,
32,True,SKINS,3926,E,31227,172,1997-05-01,,,
32,True,SKINS,3927,E,31235,172,1997-05-01,,,
32,True,SKINS,3927,E,31239,172,1997-05-01,,,
32,True,SKINS,3927,E,31250,172,1997-05-01,,,
32,True,SKINS,3927,E,31294,172,1997-05-01,,,
32,True,SKINS,3927,E,31298,172,1997-05-01,,,
32,True,SKINS,3927,E,31304,172,1997-05-01,,,
32,True,SKINS,3927,E,31332,172,1997-05-01,,,
32,True,SKINS,3927,E,31337,172,1997-05-01,,,
32,True,SKINS,3927,E,31352,172,1997-05-01,,,
32,True,SKINS,3927,E,31395,172,1997-05-01,,,
32,True,SKINS,3927,E,31397,172,1997-05-01,,,
32,True,SKINS,3927,E,31421,172,1997-05-01,,,
32,True,SKINS,3927,E,31428,172,1997-05-01,,,
32,True,SKINS,3927,E,31456,172,1997-05-01,,,
32,True,SKINS,3927,E,31463,172,1997-05-01,,,
32,True,SKINS,3927,E,31466,172,1997-05-01,,,
32,True,SKINS,3927,E,31469,172,1997-05-01,,,
32,True,SKINS,3969,E,31759,172,1997-05-01,,,
32,True,SKINS,3969,E,31762,172,1997-05-01,,,
32,True,SKINS,4064,E,31924,172,1997-05-01,,,
32,True,SKINS,4064,E,32021,172,1997-05-01,,,
32,True,SKINS,4064,E,32093,172,1997-05-01,,,
32,True,SKINS,4064,E,32095,172,1997-05-01,,,
32,True,SKINS,4064,E,32171,172,1997-05-01,,,
32,True,SKINS,4064,E,32238,172,1997-05-01,,,
32,True,SKINS,4064,E,32276,172,1997-05-01,,,
32,True,SKINS,4064,E,32286,172,1997-05-01,,,
32,True,SKINS,4064,E,32335,172,1997-05-01,,,
32,True,SKINS,4064,E,32376,172,1997-05-01,,,
32,True,SKINS,4064,E,32426,172,1997-05-01,,,
32,True,SKINS,4064,E,32451,172,1997-05-01,,,
32,True,SKINS,4064,E,32492,172,1997-05-01,,,
32,True,SKINS,4064,E,32504,172,1997-05-01,,,
32,True,SKINS,4064,E,32527,172,1997-05-01,,,
